freq1,noise,max_magnitude,total_gain_db,base_pwr_db,rssi,relpwr_db,avgpwr_db,label
5805,-102,44,61,400,28,14,59,1
5805,-102,30,60,401,28,14,57,1
2432,-102,86,74,386,4,10,49,0
2457,-102,48,81,380,3,10,55,0
5805,-102,33,60,400,27,13,58,1
2437,-101,43,74,386,8,15,51,0
2422,-101,95,74,385,10,17,53,0
2417,-102,101,80,381,10,14,58,0
5805,-102,36,59,401,28,11,56,1
2432,-102,30,81,380,4,12,54,0
5805,-102,52,83,377,11,9,60,1
5805,-102,58,62,398,25,15,60,1
2462,-101,130,76,384,8,12,55,0
5180,-102,40,74,386,12,9,58,1
5200,-102,42,75,386,12,10,58,1
5805,-102,33,60,401,29,16,58,1
5805,-102,42,61,399,26,16,59,1
5805,-102,53,61,400,27,13,60,1
2437,-101,87,74,385,7,13,51,0
5805,-102,36,59,401,29,16,57,1
2422,-102,96,74,387,7,15,53,0
2422,-102,65,80,380,5,2,53,0
5805,-102,39,60,401,28,16,58,1
2447,-101,101,81,379,4,11,54,0
2432,-101,31,74,386,6,12,49,0
5805,-102,43,60,400,26,15,58,1
2427,-102,38,81,380,5,12,55,0
2427,-102,55,81,380,8,13,57,0
5805,-102,35,61,399,26,14,59,1
2447,-101,40,71,388,14,11,55,0
5805,-102,39,60,400,27,14,58,1
5805,-102,34,61,400,27,14,59,1
2432,-101,97,80,380,7,8,58,0
5805,-102,30,79,381,13,7,56,1
2442,-101,93,81,379,5,12,57,0
5805,-102,43,60,401,27,14,58,1
5805,-102,35,60,400,27,15,59,1
2442,-101,102,74,386,4,14,51,0
5805,-102,34,75,386,12,10,55,1
5805,-102,36,61,399,28,14,59,1
2432,-102,50,81,380,5,12,54,0
2452,-101,48,74,385,5,15,51,0
2417,-102,105,74,387,15,16,58,0
2457,-101,88,81,379,5,13,57,0
5805,-102,37,61,400,27,16,59,1
5805,-102,38,60,401,28,14,59,1
5805,-102,42,79,382,11,11,59,1
5805,-102,36,61,400,27,15,58,1
2437,-102,100,81,380,7,7,56,0
5805,-102,47,62,399,27,16,59,1
2412,-107,39,74,391,8,11,48,0
2462,-102,42,81,380,6,14,57,0
5805,-102,37,61,399,27,15,58,1
2432,-101,98,81,379,5,9,57,0
2412,-108,48,74,393,22,18,53,0
5805,-102,33,60,401,28,13,59,1
5805,-102,32,80,381,13,8,57,1
2457,-102,35,81,380,5,11,55,0
2437,-102,95,81,380,4,10,55,0
5805,-102,34,60,401,27,15,58,1
5805,-102,48,62,399,26,17,60,1
2412,-107,44,81,385,12,14,59,0
2422,-102,50,74,387,7,14,49,0
5805,-102,32,60,400,27,16,58,1
2447,-101,48,74,386,5,11,48,0
5805,-102,35,60,400,27,14,58,1
5805,-102,34,62,399,25,16,60,1
5805,-102,30,59,401,28,15,57,1
2412,-107,49,80,386,11,16,58,0
2447,-101,41,74,386,5,11,49,0
5805,-102,56,80,381,11,7,59,1
2417,-102,37,81,380,3,12,54,0
5805,-102,41,60,400,26,13,58,1
2457,-102,31,81,380,5,14,55,0
2417,-102,105,77,384,10,6,55,0
2437,-102,102,81,380,4,6,56,0
2457,-102,37,74,387,4,12,51,0
2437,-102,101,81,380,4,13,56,0
5805,-102,41,60,400,28,16,58,1
5805,-102,45,61,399,26,16,59,1
2417,-102,103,72,389,12,12,53,0
2422,-102,34,81,380,5,14,55,0
2437,-101,118,81,379,6,11,55,0
2412,-108,87,79,388,14,16,58,0
5805,-102,35,79,382,12,9,57,1
2447,-101,106,81,379,4,12,56,0
5805,-102,41,60,401,27,14,58,1
5805,-102,43,62,399,26,15,60,1
2442,-101,47,74,386,5,12,50,0
5180,-102,50,74,387,11,8,59,1
5805,-102,48,82,379,10,9,60,1
5805,-102,33,59,401,29,16,57,1
2432,-101,50,74,385,7,15,53,0
2422,-102,54,81,380,5,7,55,0
5805,-102,42,60,400,25,15,57,1
5805,-102,32,75,385,13,9,54,1
5805,-102,35,60,400,28,16,58,1
2432,-102,96,74,386,6,13,50,0
5805,-102,39,59,401,27,17,57,1
2422,-101,47,81,379,4,15,55,0
2442,-101,107,74,386,5,14,53,0
5805,-102,50,82,378,11,10,60,1
5805,-102,58,62,399,27,15,60,1
5805,-102,31,61,399,26,13,58,1
2452,-101,100,81,379,5,13,55,0
2422,-102,36,81,380,4,6,53,0
5805,-102,34,61,400,27,16,60,1
5805,-102,47,62,399,26,16,59,1
2427,-102,43,81,380,6,9,57,0
2422,-102,36,81,380,4,12,55,0
5805,-102,31,79,382,11,8,57,1
2432,-102,87,81,380,7,17,58,0
2422,-102,83,81,380,12,13,58,0
2422,-102,92,81,380,11,13,57,0
5765,-102,57,78,382,14,10,57,1
5180,-102,31,68,393,15,11,57,1
2457,-102,77,70,390,17,15,56,0
5805,-102,35,60,401,28,14,58,1
5805,-102,41,61,399,27,14,59,1
2412,-108,101,74,393,18,11,52,0
2447,-101,101,74,386,6,12,52,0
2452,-102,94,81,380,5,9,56,0
2437,-101,106,81,379,6,13,56,0
5805,-102,30,59,401,29,14,57,1
5805,-102,51,61,400,27,16,59,1
2427,-101,95,81,379,6,13,57,0
5805,-102,41,60,401,28,14,58,1
2452,-102,102,81,380,6,12,57,0
2417,-102,73,77,384,17,15,56,0
5805,-102,38,59,402,29,15,58,1
5805,-102,34,61,400,27,14,59,1
2452,-102,78,79,382,10,14,55,0
5805,-102,36,61,400,28,15,58,1
5805,-102,37,60,400,26,16,59,1
5805,-102,36,59,401,28,14,57,1
5805,-102,34,79,381,12,9,57,1
2417,-101,52,81,379,4,12,55,0
2462,-101,105,81,379,5,11,56,0
5805,-102,45,61,400,27,17,59,1
2427,-101,101,74,386,4,14,51,0
5805,-102,45,62,399,26,13,59,1
2432,-102,110,81,380,5,6,55,0
2462,-101,101,81,379,6,13,57,0
2437,-102,109,81,380,4,13,55,0
5805,-102,38,62,398,24,13,60,1
5805,-102,39,60,401,27,15,59,1
2432,-101,44,74,386,8,14,53,0
2422,-101,104,74,386,8,15,53,0
5805,-102,47,61,399,26,15,59,1
5745,-102,33,82,379,11,8,58,1
2462,-102,34,81,380,5,10,55,0
5180,-102,45,72,389,14,9,61,1
5805,-102,45,64,397,24,17,62,1
2457,-102,55,81,380,6,12,55,0
5805,-102,35,60,401,27,17,58,1
2432,-102,52,72,388,15,15,57,0
2462,-101,106,68,391,16,12,53,0
2427,-101,96,81,379,5,12,56,0
2462,-102,98,81,380,5,6,56,0
5805,-102,31,60,401,28,14,58,1
2452,-101,98,74,386,5,14,51,0
5805,-102,30,60,400,28,16,58,1
2462,-102,54,81,380,4,13,57,0
5805,-102,32,60,400,28,16,58,1
2437,-102,50,81,380,6,9,55,0
2447,-101,37,81,379,4,13,54,0
5805,-102,35,60,400,28,15,59,1
5805,-102,39,60,401,28,15,58,1
5805,-102,34,60,401,28,15,58,1
2422,-101,97,74,385,7,8,51,0
2412,-108,18,81,386,8,11,53,0
5805,-102,37,78,382,13,10,58,1
2422,-101,113,68,391,22,19,52,0
5805,-102,39,60,400,27,16,58,1
2422,-102,28,81,380,4,13,55,0
2452,-101,87,74,386,10,9,57,0
5805,-102,30,79,382,12,9,56,1
5805,-102,34,59,401,28,13,57,1
2437,-101,100,81,379,5,13,56,0
5805,-102,29,59,401,29,14,57,1
5805,-102,34,59,401,28,14,58,1
2442,-101,102,74,385,5,13,51,0
2432,-102,44,81,380,4,13,54,0
2442,-101,35,81,379,5,15,55,0
2442,-101,47,81,379,3,9,55,0
5805,-102,36,60,400,27,13,58,1
2442,-101,30,81,379,4,13,54,0
2422,-101,38,81,379,5,13,55,0
2422,-102,88,74,386,14,17,54,0
5805,-102,41,62,398,25,13,60,1
2422,-102,42,74,387,10,12,54,0
5805,-102,57,61,400,27,16,59,1
5805,-102,27,78,382,12,9,57,1
2412,-108,93,81,386,12,11,56,0
5200,-102,53,77,383,10,9,60,1
5805,-102,48,60,401,27,17,59,1
5805,-102,32,59,402,30,15,57,1
5805,-102,35,82,379,11,10,60,1
5805,-102,38,60,400,28,14,57,1
5805,-102,38,60,401,28,15,58,1
2432,-102,47,79,382,9,13,58,0
2432,-102,60,75,386,14,19,59,0
5805,-102,40,60,401,27,13,58,1
2432,-102,69,78,382,9,14,57,0
2457,-101,94,74,386,7,12,52,0
2432,-102,89,74,386,4,11,49,0
5805,-102,42,61,399,27,15,58,1
2417,-103,96,81,381,7,13,57,0
5805,-102,35,61,400,28,15,59,1
2437,-102,52,81,380,6,14,57,0
2432,-101,39,81,379,6,14,55,0
2432,-101,58,67,392,19,11,55,0
5805,-102,41,61,400,27,14,58,1
5805,-102,35,60,400,27,15,58,1
2437,-102,93,81,380,6,13,55,0
2447,-101,98,74,385,5,14,51,0
2447,-101,48,74,386,8,14,52,0
5805,-102,51,61,399,27,15,59,1
2447,-101,99,74,386,5,12,51,0
5805,-102,37,59,401,28,13,58,1
2427,-102,116,77,383,10,18,54,0
2412,-108,94,66,400,29,13,53,0
2427,-102,63,78,382,15,16,55,0
5805,-102,51,62,399,25,15,60,1
2437,-102,102,81,380,4,11,55,0
5805,-102,31,59,401,28,14,57,1
5805,-102,35,61,399,26,13,60,1
2427,-102,55,81,380,3,12,55,0
2417,-103,108,81,381,5,10,54,0
2442,-102,34,81,380,4,14,55,0
2432,-101,36,81,379,5,13,55,0
5240,-102,44,77,384,11,9,59,1
5805,-102,48,61,399,26,14,59,1
2432,-101,120,81,379,4,9,57,0
2462,-101,91,81,379,5,13,56,0
5805,-102,39,61,399,26,13,58,1
5805,-102,43,59,401,28,17,57,1
5805,-102,37,61,400,27,16,59,1
5805,-102,44,61,399,27,17,58,1
5745,-102,41,82,378,12,8,59,1
2442,-102,101,74,386,5,12,51,0
2427,-102,47,81,380,6,11,54,0
5180,-102,40,77,383,9,6,59,1
2452,-102,50,81,380,5,12,54,0
5785,-102,43,68,392,18,1,53,1
2417,-101,51,80,380,9,17,58,0
5805,-102,54,61,400,27,17,59,1
5805,-102,32,60,401,28,13,58,1
2427,-102,90,75,385,14,9,57,0
5805,-102,42,61,400,26,14,59,1
5805,-102,48,60,400,27,15,58,1
5805,-102,38,60,400,27,13,58,1
2442,-101,36,74,386,3,13,49,0
2437,-102,104,69,391,10,8,49,0
2462,-102,37,81,380,6,13,56,0
2412,-107,38,81,385,8,11,55,0
5745,-102,41,83,378,10,8,60,1
5805,-102,40,62,399,26,13,60,1
5805,-102,34,60,400,28,15,58,1
5805,-102,43,81,379,10,11,58,1
5805,-102,30,60,400,27,14,58,1
2422,-102,95,81,380,11,10,58,0
2427,-102,34,74,386,3,13,48,0
5805,-102,36,60,401,27,16,57,1
5805,-102,31,80,381,12,7,57,1
2447,-101,42,81,379,5,12,57,0
2442,-101,113,81,379,6,12,58,0
2442,-101,110,74,385,6,11,51,0
5805,-102,39,61,400,27,15,59,1
2427,-101,112,81,379,3,9,56,0
2427,-102,102,81,380,6,11,58,0
2422,-102,101,81,380,9,13,57,0
2447,-101,109,81,379,5,14,56,0
5805,-102,32,59,402,29,14,57,1
5805,-102,35,61,400,26,13,58,1
2432,-102,42,81,380,8,16,57,0
5805,-102,36,60,401,28,14,58,1
2412,-109,38,69,399,15,17,50,0
5240,-102,35,76,384,11,8,59,1
5805,-102,27,81,380,10,9,57,1
2432,-102,73,81,380,9,14,57,0
5805,-102,33,59,401,28,13,57,1
2432,-101,113,81,379,7,11,56,0
2462,-101,82,81,379,5,11,56,0
5805,-102,47,61,400,27,16,59,1
5805,-102,34,60,401,27,13,58,1
2427,-102,49,81,380,5,63,54,0
5805,-102,51,62,398,25,15,60,1
5805,-102,39,61,400,27,16,59,1
5805,-102,34,60,400,27,15,58,1
2442,-101,41,81,379,5,10,55,0
5805,-102,41,60,401,26,15,58,1
5805,-102,43,60,400,28,15,58,1
5805,-102,29,60,401,27,14,58,1
2457,-102,51,74,387,5,14,49,0
2457,-101,60,74,386,6,14,50,0
2427,-101,62,78,381,7,6,58,0
5805,-102,43,60,401,29,15,58,1
5805,-102,33,60,401,28,15,57,1
5805,-102,37,60,400,28,15,58,1
5805,-102,38,61,399,25,15,59,1
2447,-101,46,69,391,6,15,47,0
2437,-102,98,81,380,5,14,57,0
2447,-101,53,81,379,7,13,55,0
5805,-102,39,82,378,10,9,60,1
2437,-102,107,81,380,4,13,55,0
5805,-102,42,61,400,27,15,59,1
2427,-102,49,74,386,8,12,53,0
2417,-102,98,79,382,8,17,56,0
2432,-102,107,74,386,5,13,50,0
2412,-107,52,80,385,13,12,58,0
5805,-102,48,61,400,26,15,59,1
5805,-102,48,61,399,26,14,59,1
5805,-102,48,83,378,7,9,59,1
2422,-102,45,81,380,6,9,54,0
2452,-102,40,74,386,7,12,51,0
2427,-102,44,81,380,7,14,55,0
2442,-102,93,81,380,4,14,55,0
2462,-102,44,81,380,6,14,56,0
5805,-102,33,80,381,11,9,57,1
2452,-101,109,81,379,7,13,59,0
2427,-102,52,81,380,6,13,56,0
5805,-102,38,60,400,27,14,58,1
5805,-102,40,60,401,29,16,57,1
2462,-102,77,78,382,10,12,55,0
2432,-102,29,81,380,7,16,56,0
2417,-102,62,81,380,6,9,55,0
5805,-102,30,60,401,28,14,58,1
2422,-102,93,69,391,11,13,51,0
5805,-102,40,60,400,28,14,58,1
2447,-101,84,81,379,4,13,55,0
2432,-101,100,81,379,6,14,57,0
2437,-101,64,76,383,6,3,52,0
2462,-102,40,81,380,6,14,57,0
2422,-102,76,81,380,9,17,58,0
5805,-102,37,60,400,26,16,59,1
5805,-102,33,61,400,26,15,59,1
5805,-102,44,60,400,27,15,58,1
2457,-102,30,74,387,7,14,51,0
2427,-101,119,81,379,5,12,56,0
5805,-102,54,61,399,27,17,60,1
5805,-102,45,61,399,26,17,59,1
5805,-102,39,60,400,27,15,58,1
5805,-102,31,61,400,24,14,59,1
2417,-103,82,81,381,7,10,54,0
2447,-101,106,81,379,4,12,57,0
5805,-102,35,60,401,28,14,57,1
2447,-101,58,75,385,12,3,49,0
2432,-102,48,81,380,5,17,57,0
2427,-102,25,74,386,4,12,48,0
5805,-102,38,61,399,27,14,59,1
2437,-101,109,74,385,5,13,51,0
5805,-102,43,61,400,26,12,59,1
5805,-102,54,63,398,25,15,61,1
5805,-102,38,61,400,27,16,59,1
2452,-102,31,81,380,4,8,55,0
2437,-101,103,81,379,6,13,57,0
2412,-109,49,74,394,18,15,54,0
2422,-101,42,81,379,4,13,55,0
5805,-102,47,62,399,27,16,60,1
2427,-102,84,75,385,14,13,53,0
5200,-102,31,76,384,11,6,57,1
2432,-102,37,81,380,3,12,54,0
5805,-102,36,61,400,27,13,59,1
5805,-102,44,61,400,26,13,58,1
2447,-101,98,81,379,4,11,56,0
2437,-102,62,78,383,11,17,60,0
5805,-102,32,60,400,28,14,57,1
2447,-101,101,69,391,5,12,50,0
2452,-101,41,63,397,11,7,46,0
5805,-102,37,60,401,27,15,59,1
5805,-102,37,60,400,28,14,58,1
2427,-102,68,81,380,5,11,55,0
5805,-102,29,60,401,27,12,57,1
5805,-102,57,62,399,25,15,60,1
2457,-102,96,81,380,5,5,54,0
5805,-102,38,60,401,27,15,58,1
5805,-102,42,60,400,28,17,57,1
5805,-102,38,81,380,11,8,59,1
2457,-101,95,74,386,5,12,51,0
5805,-102,35,60,400,27,12,58,1
2447,-101,47,69,390,4,12,45,0
5805,-102,35,78,382,11,10,58,1
5805,-102,30,60,401,28,11,57,1
5765,-102,63,81,380,13,10,61,1
2457,-102,160,81,380,4,16,63,0
2422,-102,98,78,383,11,16,56,0
2432,-102,58,80,381,15,14,57,0
2417,-103,81,79,382,19,14,57,0
2442,-101,72,79,381,8,17,59,0
5805,-102,59,62,398,26,15,60,1
5805,-102,48,60,401,28,14,58,1
5805,-102,34,60,400,28,13,58,1
5805,-102,32,60,400,28,14,58,1
2462,-102,45,81,380,7,14,56,0
5240,-102,45,75,385,12,12,59,1
2427,-102,59,74,386,7,14,51,0
5240,-102,37,76,385,11,8,59,1
2412,-108,76,81,386,9,5,55,0
5805,-102,33,60,401,27,11,58,1
2442,-101,53,81,379,5,11,55,0
2462,-102,94,74,387,6,12,50,0
5805,-102,44,62,398,25,13,59,1
2442,-102,43,81,380,4,13,55,0
2412,-107,31,74,391,9,11,48,0
5180,-102,40,73,387,13,10,59,1
5805,-102,34,60,401,28,13,58,1
2417,-102,50,81,380,4,13,55,0
2432,-101,105,74,386,4,12,51,0
5805,-102,44,62,399,25,15,60,1
2457,-101,87,81,379,5,14,56,0
5805,-102,38,81,379,11,10,58,1
2452,-102,96,81,380,8,13,56,0
2417,-102,125,75,385,19,18,54,0
2432,-102,33,81,380,7,15,57,0
5805,-102,28,60,401,28,15,59,1
5805,-102,38,61,400,27,14,59,1
2447,-101,85,81,379,4,13,56,0
5805,-102,37,60,400,28,17,59,1
2422,-102,55,80,380,8,9,58,0
2417,-101,48,81,379,4,12,55,0
5805,-102,54,80,380,11,8,59,1
5805,-102,34,61,400,27,14,59,1
2457,-101,90,81,379,5,13,55,0
5805,-102,49,64,396,24,15,60,1
2432,-101,89,80,379,8,11,57,0
5805,-102,38,59,401,29,15,57,1
5805,-102,40,60,401,27,14,58,1
5805,-102,39,60,400,27,14,58,1
5805,-102,41,60,400,26,13,59,1
5805,-102,33,60,401,27,15,57,1
2412,-108,106,81,386,15,11,57,0
2457,-101,95,74,386,6,14,50,0
5805,-102,42,61,400,27,15,59,1
2422,-102,46,74,386,11,14,52,0
5805,-102,43,60,400,27,14,58,1
2422,-101,48,71,388,15,6,55,0
2412,-107,65,69,396,22,24,56,0
2442,-102,113,81,380,4,13,55,0
2442,-101,49,81,379,5,10,56,0
2427,-102,52,74,386,9,13,52,0
5805,-102,43,60,400,26,16,57,1
2427,-102,97,81,380,7,12,56,0
5805,-102,51,62,399,26,17,59,1
5805,-102,33,61,400,28,16,59,1
5180,-102,43,72,389,11,10,61,1
5805,-102,37,60,401,28,16,58,1
5805,-102,54,61,399,26,16,59,1
5805,-102,46,61,399,27,13,59,1
5240,-102,39,77,383,12,9,60,1
2432,-101,30,81,379,5,12,54,0
2462,-102,89,74,387,5,11,51,0
2412,-108,82,81,386,11,18,59,0
2422,-102,96,81,380,6,13,56,0
2462,-102,61,74,386,5,13,49,0
5805,-102,49,62,399,26,14,59,1
2447,-101,97,69,391,6,14,47,0
2457,-102,92,70,390,16,17,51,0
5805,-102,44,82,378,10,8,60,1
5745,-102,51,84,377,9,9,61,1
5805,-102,35,60,400,27,15,58,1
5805,-102,53,62,399,27,15,60,1
5805,-102,36,79,381,10,9,59,1
2417,-101,62,81,379,9,17,57,0
2437,-101,55,80,379,5,6,55,0
2452,-101,100,71,388,15,8,53,0
2432,-102,100,81,380,5,9,55,0
2427,-101,101,81,379,5,14,54,0
5805,-102,30,58,402,28,14,56,1
5805,-102,39,61,399,26,13,58,1
5805,-102,45,63,397,25,15,61,1
5745,-102,35,82,379,11,7,58,1
5180,-102,33,74,386,12,7,57,1
2452,-101,43,69,390,6,12,46,0
5805,-102,38,61,400,26,14,59,1
2412,-108,89,74,392,14,13,51,0
5805,-102,35,61,400,26,15,59,1
5200,-102,39,75,386,12,10,58,1
5180,-102,37,74,387,13,9,57,1
5805,-102,50,62,399,25,14,59,1
2447,-101,50,80,380,7,7,57,0
2437,-101,105,74,385,4,13,51,0
5805,-102,36,60,401,28,15,58,1
2457,-102,44,74,386,4,13,48,0
2427,-102,51,74,387,5,6,49,0
5240,-102,37,76,385,12,7,58,1
2412,-108,100,81,386,8,12,55,0
5805,-102,32,60,400,27,15,58,1
5805,-102,39,61,399,26,14,59,1
5805,-102,32,80,381,11,9,57,1
5805,-102,43,62,398,25,13,59,1
2442,-101,47,74,386,4,8,49,0
5805,-102,45,62,399,26,15,60,1
5805,-102,37,61,400,26,16,59,1
5805,-102,56,62,399,26,16,60,1
5805,-102,45,61,400,29,14,59,1
5805,-102,35,80,380,9,9,58,1
5805,-102,44,61,399,25,14,59,1
2442,-101,46,74,386,6,12,51,0
2462,-102,60,74,386,4,14,51,0
2457,-102,49,74,386,5,13,49,0
5805,-102,32,60,400,27,14,58,1
5805,-102,35,59,401,28,11,57,1
2457,-101,93,74,386,7,16,53,0
5805,-102,41,60,401,28,16,59,1
2457,-101,105,80,380,7,16,58,0
5805,-102,39,60,400,28,16,59,1
2457,-101,90,81,379,6,15,57,0
2442,-101,93,81,379,4,15,56,0
5805,-102,55,61,399,26,19,59,1
2417,-102,50,81,380,7,10,54,0
2432,-102,37,75,385,13,15,57,0
2412,-108,111,74,392,7,11,50,0
2462,-102,39,74,386,5,14,49,0
2462,-102,106,74,387,4,13,51,0
5805,-102,37,60,400,27,14,58,1
5805,-102,46,61,399,27,16,60,1
5200,-102,30,74,387,13,9,58,1
5805,-102,33,61,400,26,15,59,1
2437,-101,29,81,379,5,13,55,0
2457,-101,82,81,379,6,10,56,0
2457,-102,56,74,386,6,14,50,0
2437,-102,86,73,388,11,3,52,0
5805,-102,34,59,401,28,14,57,1
2447,-101,47,74,386,8,13,51,0
5805,-102,32,60,401,27,14,58,1
5805,-102,47,61,399,26,16,59,1
2437,-102,34,81,380,4,12,53,0
5805,-102,45,62,399,26,10,60,1
2457,-102,58,73,388,15,15,57,0
2432,-102,104,74,386,4,12,50,0
5805,-102,27,79,382,11,10,57,1
2452,-102,106,74,386,7,15,51,0
2447,-101,90,81,379,5,11,54,0
5805,-102,42,81,379,10,10,60,1
2427,-101,109,81,379,4,15,57,0
2457,-102,109,71,389,18,19,54,0
5805,-102,42,60,401,27,17,58,1
2447,-101,50,74,386,5,13,50,0
5785,-102,36,70,391,14,0,54,1
2447,-101,49,74,385,5,9,49,0
2432,-102,103,81,380,6,10,54,0
2417,-102,55,81,380,3,13,55,0
5805,-102,40,61,400,25,12,59,1
2427,-102,75,74,386,12,16,52,0
2412,-109,36,74,393,14,16,52,0
5745,-102,34,82,379,12,8,58,1
2422,-101,164,81,379,5,12,63,0
5805,-102,31,60,400,27,14,58,1
5805,-102,31,59,402,28,15,57,1
2457,-102,50,76,384,10,17,59,0
2422,-101,49,73,387,12,10,56,0
5765,-102,41,77,384,14,10,57,1
2457,-101,78,81,379,3,14,56,0
2447,-101,48,69,391,4,11,46,0
5765,-102,63,79,381,13,11,59,1
2437,-102,90,81,380,6,7,55,0
2457,-102,42,81,380,6,13,56,0
5805,-102,56,61,400,28,14,58,1
5805,-102,40,61,400,27,15,59,1
5805,-102,44,61,399,27,16,58,1
2462,-102,30,74,386,5,14,50,0
5805,-102,33,59,401,28,15,57,1
5805,-102,41,60,400,27,15,59,1
2412,-108,77,81,386,10,10,54,0
5805,-102,37,82,379,9,8,59,1
2432,-102,52,81,380,5,12,54,0
5805,-102,42,61,400,27,14,59,1
2432,-102,107,74,386,4,15,50,0
2457,-102,44,81,380,5,12,55,0
2432,-101,101,74,386,6,12,51,0
2452,-102,87,81,380,4,13,55,0
5805,-102,46,60,401,27,13,57,1
5805,-102,53,62,399,26,16,60,1
2422,-102,72,81,380,9,10,57,0
2422,-101,96,69,391,12,15,53,0
2437,-102,53,76,384,11,16,58,0
5805,-102,35,61,400,27,15,59,1
5765,-102,51,79,381,14,10,59,1
2457,-102,66,81,380,9,10,56,0
2452,-101,50,81,379,4,10,56,0
2432,-101,28,81,379,5,13,54,0
2447,-101,44,69,391,6,14,46,0
5200,-102,29,74,387,12,9,56,1
2432,-101,36,74,385,10,17,55,0
5805,-102,32,60,400,28,16,58,1
5805,-102,33,60,401,28,17,59,1
5805,-102,48,62,398,26,16,60,1
2452,-101,84,81,379,4,12,55,0
2432,-101,40,74,386,4,12,49,0
2447,-101,104,74,386,5,11,51,0
2452,-102,39,81,380,4,12,54,0
2422,-102,27,81,380,6,8,55,0
2437,-101,43,81,379,5,13,56,0
2412,-109,50,69,399,11,10,47,0
5805,-102,42,60,401,28,13,57,1
5805,-102,41,82,379,10,9,59,1
2427,-101,104,81,379,5,12,57,0
5805,-102,45,60,401,27,13,59,1
5805,-102,41,60,401,27,14,59,1
5805,-102,40,61,399,26,14,59,1
5805,-102,46,61,399,27,12,59,1
5805,-102,30,59,401,28,16,58,1
2442,-102,100,81,380,4,12,55,0
2427,-102,35,74,386,5,13,49,0
2422,-102,105,74,386,6,11,52,0
5805,-102,43,60,401,29,14,58,1
2447,-101,47,81,379,4,14,55,0
5805,-102,49,61,400,28,15,59,1
5805,-102,33,61,400,25,13,58,1
2427,-102,87,81,380,5,14,56,0
5805,-102,50,61,399,29,15,60,1
2442,-101,43,74,386,5,13,49,0
5805,-102,36,60,401,27,16,58,1
2462,-102,35,81,380,6,15,56,0
2452,-102,87,81,380,4,12,55,0
5805,-102,49,62,398,25,15,60,1
5805,-102,49,63,398,26,13,61,1
2452,-102,103,69,392,4,13,47,0
2442,-101,96,77,382,11,13,55,0
5805,-102,39,61,399,26,13,58,1
2442,-101,59,74,386,4,10,50,0
5805,-102,39,61,400,26,15,59,1
2462,-102,40,74,386,6,15,50,0
5805,-102,39,61,400,27,15,59,1
5805,-102,34,61,400,26,12,59,1
5805,-102,27,80,381,11,7,57,1
2432,-102,46,81,380,7,12,55,0
2462,-102,45,81,380,4,15,58,0
2442,-101,60,72,388,14,18,57,0
2452,-102,106,70,390,17,12,55,0
2432,-102,47,81,380,7,14,57,0
5805,-102,47,61,400,27,15,59,1
5745,-102,45,82,379,11,8,58,1
2452,-102,81,81,380,4,12,55,0
2412,-107,40,74,391,9,10,49,0
5805,-102,34,60,400,27,15,58,1
2447,-101,52,69,390,6,10,45,0
2457,-102,58,80,380,7,12,55,0
2422,-102,110,74,386,8,9,51,0
5805,-102,32,60,400,28,14,58,1
5805,-102,35,80,381,11,9,57,1
2437,-102,123,77,384,18,14,54,0
2417,-102,62,77,384,11,17,55,0
5805,-102,39,61,399,27,14,59,1
2457,-102,44,81,380,5,13,54,0
2442,-102,22,81,380,4,13,55,0
5805,-102,43,61,399,26,15,59,1
2447,-101,45,79,381,9,13,56,0
2447,-101,100,74,386,4,13,51,0
2417,-102,44,81,380,5,12,55,0
2452,-101,101,74,386,5,13,50,0
5805,-102,44,61,400,27,14,59,1
5805,-102,39,75,386,13,10,55,1
2462,-102,100,81,380,5,2,55,0
5805,-102,44,60,401,27,13,58,1
5805,-102,49,62,398,24,15,60,1
5805,-102,53,62,399,26,15,60,1
2462,-102,42,81,380,5,12,54,0
2452,-101,96,74,385,6,13,51,0
2447,-101,29,74,386,6,12,51,0
2447,-101,44,69,391,10,14,52,0
5805,-102,35,79,381,13,10,59,1
5805,-102,49,60,401,28,14,58,1
5805,-102,42,60,400,28,16,58,1
5805,-102,32,60,401,27,14,58,1
2442,-101,52,81,379,3,11,54,0
5805,-102,42,61,400,26,13,59,1
5805,-102,30,60,400,26,15,59,1
5805,-102,56,63,398,25,15,61,1
5805,-102,43,61,399,26,17,60,1
5805,-102,42,60,400,27,14,58,1
5805,-102,40,60,401,27,16,58,1
5200,-102,58,78,382,9,7,61,1
5805,-102,45,62,399,25,16,60,1
2452,-101,53,74,385,3,7,50,0
5805,-102,41,62,399,26,15,59,1
2412,-108,78,76,391,23,16,55,0
5180,-102,43,72,388,14,11,59,1
5805,-102,46,62,399,25,15,60,1
2457,-102,39,74,387,4,10,49,0
2422,-101,57,74,385,12,13,58,0
2417,-103,98,71,390,19,10,57,0
2412,-108,117,73,394,20,17,54,0
2437,-101,104,74,386,5,11,51,0
2417,-101,41,79,380,8,15,57,0
5805,-102,50,62,398,25,14,59,1
2462,-102,54,81,380,6,17,56,0
5805,-102,41,61,400,25,15,59,1
2432,-102,37,81,380,8,15,56,0
5805,-102,45,61,400,28,14,59,1
5805,-102,27,59,401,29,13,57,1
2412,-109,50,74,394,16,15,54,0
5805,-102,31,68,392,12,9,49,1
5805,-102,44,61,399,25,16,59,1
2422,-102,49,81,380,4,2,54,0
2442,-102,40,81,380,7,12,57,0
